Банда деньги,2022-07-08,05:32:00,270,253,True,2022-06-09 11:39:00,2022-06-27 07:31:00,4,486,1576,False
Дошлый очутиться степь,2022-01-21,13:21:00,490,60,False,2022-01-10 11:59:00,2022-01-10 13:50:00,4,182,203,False
Народ смертельный,2022-03-11,04:27:00,185,779,False,2022-03-02 22:53:00,2022-03-02 23:39:00,4,939,85,False
Деловой призыв товар,2022-07-09,18:14:00,620,358,True,2022-06-21 20:47:00,2022-06-28 23:42:00,4,963,8,False
Вскакивать порт отъезд дальний,2021-06-09,03:21:00,115,122,True,2021-05-30 16:20:00,2021-05-31 04:54:00,4,608,196,False
Господь необычный секунда,2022-01-03,06:44:00,250,491,True,2021-12-07 01:43:00,2021-12-07 07:11:00,4,361,104,False
Интеллектуальный сверкать,2021-07-01,04:52:00,475,155,True,2021-06-11 13:20:00,2021-06-11 16:37:00,4,317,1492,False
Полюбить коммунизм,2022-02-26,01:52:00,85,217,True,2022-01-31 17:59:00,2022-02-07 07:04:00,4,109,1103,False
Помолчать приятель поймать степь,2021-06-18,00:09:00,480,964,False,2021-05-21 19:26:00,2021-06-08 16:23:00,4,982,727,False
Тесно услать,2022-09-12,14:08:00,310,521,True,2022-09-10 22:17:00,2022-09-11 11:52:00,4,14,1425,False
Зеленый боец дошлый,2022-06-14,11:24:00,250,830,False,2022-06-08 07:43:00,2022-06-10 07:05:00,5,673,1354,False
Юный один плод заложить,2021-12-28,03:49:00,75,621,True,2021-12-19 16:04:00,2021-12-24 21:58:00,4,433,1245,False
Приятель ремень карандаш,2021-08-28,05:50:00,645,290,False,2021-07-29 17:37:00,2021-08-27 21:23:00,4,772,1224,False
Очередной,2021-01-21,12:18:00,325,557,True,2021-01-14 09:47:00,2021-01-18 18:19:00,4,808,617,False
Мгновение руководитель неправда столетие,2022-01-19,19:35:00,620,386,True,2021-12-25 06:24:00,2022-01-04 16:39:00,4,892,1634,False
Даль висеть природа,2022-01-05,07:26:00,715,389,False,2021-12-10 16:37:00,2021-12-25 17:56:00,4,230,687,False
Запустить результат,2021-05-02,20:23:00,580,676,False,2021-04-12 20:40:00,2021-04-26 23:41:00,4,342,1598,False
Миг мальчишка,2021-05-03,06:44:00,430,722,True,2021-04-20 05:25:00,2021-04-24 09:05:00,4,519,1060,False
Налоговый,2021-07-23,11:53:00,535,76,True,2021-07-03 00:58:00,2021-07-19 17:06:00,4,731,216,False
Уронить дошлый издали,2021-11-09,21:05:00,690,623,False,2021-10-12 18:10:00,2021-10-31 21:34:00,4,451,860,False
Адвокат конференция пересечь,2021-10-30,15:34:00,230,336,True,2021-10-10 03:54:00,2021-10-24 00:42:00,4,181,804,False
Блин,2022-05-28,21:02:00,305,270,True,2022-05-14 04:09:00,2022-05-16 21:37:00,4,467,124,False
Кожа слишком,2021-12-01,02:54:00,660,152,False,2021-11-18 23:14:00,2021-11-27 20:07:00,4,44,509,False
Хотеть,2022-08-22,08:37:00,590,517,False,2022-08-04 08:37:00,2022-08-18 01:48:00,5,952,1395,False
Обида применяться школьный,2021-01-13,13:07:00,560,202,False,2021-01-05 13:29:00,2021-01-09 20:40:00,4,176,855,False
Пересечь роса,2022-08-26,00:18:00,355,645,True,2022-08-01 02:06:00,2022-08-15 07:25:00,4,489,807,False
За витрина ленинград,2022-09-23,15:05:00,530,635,True,2022-08-26 15:52:00,2022-09-13 02:16:00,2,755,433,False
Потянуться бровь,2022-04-01,11:27:00,460,808,True,2022-03-31 13:19:00,2022-04-01 02:22:00,4,186,202,False
Да,2021-10-09,14:04:00,655,149,True,2021-09-15 09:49:00,2021-10-06 21:21:00,4,12,780,False
Отдел,2022-05-23,19:05:00,705,695,True,2022-05-03 04:01:00,2022-05-05 13:27:00,4,62,1977,False
