Стакан доставать,2022-05-27,21:40:00,665,744,True,2022-05-20 06:19:00,2022-05-21 22:06:00,4,533,546,False
Секунда,2021-08-06,13:39:00,55,89,False,2021-07-23 19:24:00,2021-07-28 20:58:00,4,812,1590,False
Промолчать неправда появление,2021-03-19,08:22:00,365,170,False,2021-02-22 23:10:00,2021-03-18 06:08:00,4,946,246,False
Холодно один медицина,2022-09-22,10:25:00,75,925,True,2022-08-25 08:31:00,2022-09-01 19:20:00,2,197,1107,False
Роса настать,2021-07-28,12:16:00,230,753,False,2021-07-23 01:49:00,2021-07-24 19:01:00,4,898,1985,False
Пробовать наслаждение слать,2021-09-20,19:48:00,540,108,False,2021-09-06 07:38:00,2021-09-19 17:18:00,4,376,737,False
Выразить страсть,2022-07-04,08:35:00,335,147,False,2022-06-10 14:38:00,2022-06-20 12:28:00,4,67,1204,False
Что привлекать решение,2021-09-03,01:19:00,110,786,True,2021-08-04 13:42:00,2021-08-08 04:46:00,4,399,319,False
Палец,2021-04-01,09:49:00,55,397,True,2021-03-21 16:53:00,2021-03-22 23:23:00,4,795,468,False
Премьера триста пространство,2021-08-11,05:24:00,140,948,True,2021-08-05 04:03:00,2021-08-06 23:23:00,4,788,1024,False
Славный,2022-06-09,02:27:00,430,908,False,2022-05-19 14:40:00,2022-06-08 22:35:00,4,813,705,False
Прошептать плясать один,2022-06-30,14:39:00,390,930,True,2022-06-12 18:27:00,2022-06-24 03:16:00,4,785,550,False
Промолчать,2022-08-01,08:08:00,410,690,False,2022-07-28 15:18:00,2022-07-30 02:05:00,4,934,1323,False
Господь другой,2022-07-20,18:13:00,445,127,True,2022-07-10 22:24:00,2022-07-18 18:42:00,4,363,1289,False
Нажать собеседник,2021-07-25,03:43:00,135,736,False,2021-06-26 21:26:00,2021-07-15 07:14:00,4,778,354,False
Зато сынок понятный,2022-04-21,08:17:00,575,74,False,2022-03-26 20:26:00,2022-04-06 00:28:00,4,700,1950,False
Кожа космос,2021-02-23,21:18:00,320,525,True,2021-02-01 17:56:00,2021-02-10 23:01:00,4,449,1717,False
Миф палата степь,2021-05-09,02:03:00,145,242,False,2021-04-22 08:35:00,2021-05-08 23:50:00,4,915,296,False
Успокоиться,2021-12-21,12:15:00,135,140,True,2021-11-24 06:09:00,2021-11-30 03:24:00,4,404,1878,False
Потрясти хотеть крутой,2021-09-22,23:54:00,705,320,False,2021-09-14 23:37:00,2021-09-21 14:10:00,4,416,217,False
Коллектив господь тусклый,2021-10-12,08:45:00,710,919,False,2021-09-21 15:29:00,2021-10-10 11:12:00,4,33,658,False
Конструкция миф премьера,2021-02-24,03:08:00,140,367,False,2021-02-14 16:34:00,2021-02-22 22:39:00,4,8,597,False
Слать привлекать витрина,2022-06-02,06:49:00,665,417,False,2022-05-04 20:05:00,2022-05-30 08:00:00,4,360,76,False
Мучительно медицина бабочка,2021-05-02,07:41:00,680,728,False,2021-04-03 21:19:00,2021-04-05 01:31:00,4,307,67,False
Прелесть,2022-05-03,12:33:00,175,640,False,2022-04-24 13:26:00,2022-05-01 20:30:00,4,518,1563,False
Табак болото,2022-05-04,15:42:00,35,849,True,2022-04-18 05:05:00,2022-04-27 02:41:00,4,240,1028,False
Факультет налоговый,2022-08-13,21:58:00,295,357,False,2022-08-08 03:02:00,2022-08-12 18:46:00,5,22,1420,False
Применяться новый валюта,2022-06-08,04:38:00,700,553,True,2022-05-13 06:54:00,2022-05-23 13:40:00,4,167,1944,False
Дорогой беспомощный видимо,2021-11-02,05:28:00,275,301,True,2021-10-10 06:21:00,2021-10-29 03:22:00,4,731,441,False
Изучить приятель,2022-07-14,08:28:00,505,650,False,2022-06-25 09:49:00,2022-06-28 12:11:00,4,677,251,False
Привлекать,2022-05-11,13:51:00,235,597,False,2022-05-09 04:07:00,2022-05-11 03:04:00,4,959,1118,False
Карандаш помимо спалить,2021-05-25,14:26:00,215,11,True,2021-04-26 06:14:00,2021-05-22 17:10:00,4,470,1315,False
Нажать лиловый бригада,2022-03-08,15:18:00,25,564,False,2022-03-01 05:03:00,2022-03-05 14:40:00,4,51,1776,False
Поезд боец,2022-06-22,15:51:00,640,744,True,2022-06-22 02:51:00,2022-06-22 07:12:00,4,901,321,False
Пространство металл,2021-11-26,20:31:00,480,869,True,2021-11-19 06:32:00,2021-11-20 17:03:00,4,390,1220,False
Зато неправда бак,2022-08-03,05:42:00,545,256,True,2022-07-25 13:14:00,2022-07-26 00:53:00,4,770,831,False
Горький труп,2022-06-22,10:43:00,265,424,True,2022-06-04 13:12:00,2022-06-16 15:05:00,4,996,1964,False
Цель выдержать,2021-01-06,07:51:00,40,179,False,2020-12-28 00:02:00,2020-12-31 22:07:00,4,96,186,False
Роса советовать,2022-08-27,03:24:00,625,220,True,2022-08-02 08:32:00,2022-08-26 01:05:00,4,746,1324,False
Левый демократия,2022-05-21,11:34:00,610,549,True,2022-05-18 09:49:00,2022-05-21 04:25:00,4,183,987,False
Изображать головной,2021-09-28,20:51:00,435,749,True,2021-09-24 18:21:00,2021-09-27 21:24:00,4,780,451,False
Правый сустав,2021-01-29,16:12:00,610,52,True,2021-01-12 12:19:00,2021-01-29 10:51:00,5,329,1669,False
Смелый,2021-12-15,21:48:00,255,760,False,2021-11-18 18:13:00,2021-11-30 18:46:00,4,495,865,False
Следовательно актриса угроза через,2022-05-01,11:57:00,610,8,False,2022-04-14 07:47:00,2022-04-26 20:05:00,4,205,644,False
Банк мрачно,2021-05-12,19:33:00,60,447,False,2021-04-26 22:34:00,2021-05-06 00:42:00,4,118,754,False
Падать потянуться зарплата,2021-02-18,03:57:00,295,917,True,2021-02-08 22:36:00,2021-02-10 19:59:00,4,825,1140,False
Поздравлять горький висеть,2021-08-06,01:33:00,315,349,False,2021-07-21 01:36:00,2021-07-29 01:27:00,4,432,1013,False
Ведь спичка,2021-03-06,22:10:00,160,873,True,2021-02-05 01:40:00,2021-02-20 12:45:00,4,377,252,False
Исследование мотоцикл,2022-01-15,20:58:00,120,811,False,2022-01-07 01:27:00,2022-01-10 10:28:00,4,440,36,False
Ребятишки идея художественный,2022-04-09,09:40:00,100,299,False,2022-04-08 22:03:00,2022-04-08 23:00:00,4,104,689,False
Еврейский командование,2022-08-11,22:23:00,585,993,True,2022-08-09 21:38:00,2022-08-11 09:15:00,4,989,462,False
Промолчать деньги мучительно,2021-08-04,10:20:00,220,918,False,2021-07-26 06:47:00,2021-08-03 15:28:00,4,87,1775,False
Собеседник полоска инструкция,2022-08-06,19:06:00,290,434,True,2022-07-22 07:12:00,2022-07-25 05:48:00,4,513,1992,False
Висеть рассуждение,2022-03-10,17:39:00,515,410,False,2022-02-20 01:38:00,2022-03-03 16:37:00,4,565,1582,False
Роса,2021-05-21,17:58:00,15,621,False,2021-05-04 11:50:00,2021-05-21 07:36:00,4,57,311,False
Карандаш отдел развернуться палка,2022-01-24,09:40:00,550,437,True,2022-01-16 08:03:00,2022-01-23 12:38:00,4,426,130,False
Запеть заработать,2021-08-16,05:49:00,490,157,False,2021-08-09 04:46:00,2021-08-12 20:49:00,4,609,1172,False
Костер угол постоянный,2021-05-03,09:50:00,690,636,False,2021-04-26 09:31:00,2021-04-26 16:48:00,4,915,1421,False
Заявление,2021-12-01,11:54:00,205,985,False,2021-11-03 12:39:00,2021-11-12 16:37:00,4,448,1858,False
Палата пол,2022-02-10,16:36:00,450,833,False,2022-02-06 10:47:00,2022-02-06 21:30:00,4,42,110,False
Ныне миф намерение,2022-07-31,11:07:00,115,897,False,2022-07-23 07:24:00,2022-07-30 05:45:00,4,799,1103,False
Актриса инструкция бабочка,2022-01-29,00:00:00,535,818,False,2022-01-20 23:22:00,2022-01-28 08:10:00,4,353,1314,False
Чем эпоха выбирать ложиться,2022-09-24,17:18:00,120,741,True,2022-09-18 15:40:00,2022-09-22 20:40:00,0,644,1620,False
Скрытый дошлый художественный,2021-12-30,23:52:00,245,308,True,2021-12-18 10:55:00,2021-12-18 20:51:00,4,351,176,False
Народ пятеро сынок,2022-05-16,02:54:00,120,365,True,2022-04-24 04:39:00,2022-04-27 05:38:00,4,887,249,False
Непривычный очередной,2021-10-01,12:37:00,710,977,False,2021-09-03 22:10:00,2021-09-21 17:04:00,4,161,1212,False
Рай голубчик,2021-04-29,01:23:00,310,751,True,2021-04-22 21:01:00,2021-04-23 05:01:00,4,277,552,False
Висеть провал рот,2021-06-10,03:14:00,335,487,True,2021-05-14 22:57:00,2021-05-26 05:45:00,4,793,427,False
Рабочий кожа умирать магазин,2021-12-19,13:58:00,75,395,True,2021-12-10 06:54:00,2021-12-17 04:25:00,4,944,271,False
Идея поздравлять,2021-12-25,01:36:00,635,343,True,2021-12-03 22:47:00,2021-12-18 00:47:00,5,696,790,False
Провал граница конструкция,2021-10-13,15:52:00,70,88,True,2021-09-30 08:01:00,2021-10-07 05:36:00,4,857,1831,False
Отдел более,2021-03-05,19:24:00,80,300,True,2021-02-11 04:47:00,2021-02-19 23:03:00,4,7,1015,False
Проход висеть,2021-01-24,06:12:00,255,510,False,2020-12-29 09:12:00,2021-01-09 20:08:00,4,179,1070,False
Человечек,2021-09-06,10:15:00,605,180,False,2021-09-03 16:34:00,2021-09-05 05:58:00,4,341,184,False
Второй космос,2021-03-07,19:53:00,280,433,True,2021-03-06 14:20:00,2021-03-07 14:05:00,4,44,537,False
Войти князь запретить,2021-09-03,18:41:00,515,918,False,2021-09-02 11:40:00,2021-09-03 02:46:00,4,614,190,False
Коробка,2022-03-15,04:30:00,105,371,False,2022-02-16 21:37:00,2022-03-10 20:26:00,4,340,677,False
Конференция,2021-11-06,01:36:00,180,542,False,2021-10-30 20:17:00,2021-11-05 00:40:00,4,535,437,False
Привлекать оставить крутой,2021-12-17,01:33:00,525,535,False,2021-12-06 15:54:00,2021-12-08 04:28:00,4,79,671,False
Термин оборот неожиданный научить,2021-01-02,16:33:00,650,200,False,2020-12-15 09:45:00,2020-12-24 15:20:00,4,281,337,False
Присесть бетонный,2021-12-30,01:10:00,400,651,True,2021-12-02 09:09:00,2021-12-25 00:55:00,4,400,927,False
Премьера сверкающий пространство инструкция,2022-09-30,09:56:00,380,304,False,2022-09-26 23:45:00,2022-09-29 18:09:00,0,48,1126,False
Необычный похороны пробовать,2022-02-06,09:14:00,390,453,False,2022-02-06 04:39:00,2022-02-06 06:44:00,4,59,1888,False
Способ отметить сходить,2021-05-20,07:00:00,70,111,False,2021-05-07 21:55:00,2021-05-08 15:01:00,4,856,1345,False
Академик головка металл,2022-01-11,02:41:00,615,866,True,2021-12-22 04:38:00,2022-01-03 06:49:00,4,400,905,False
Выкинуть сынок дыхание,2021-03-15,21:40:00,345,412,True,2021-02-24 04:13:00,2021-03-15 13:01:00,4,406,1270,False
Угроза военный,2021-01-26,02:52:00,135,670,True,2021-01-20 06:02:00,2021-01-23 11:12:00,4,228,119,False
Следовательно трясти задержать,2021-02-28,20:48:00,25,588,False,2021-02-19 15:38:00,2021-02-21 13:49:00,4,769,309,False
Висеть близко,2022-05-05,05:31:00,340,528,False,2022-04-27 04:57:00,2022-05-04 07:57:00,4,349,1524,False
Освобождение мелочь сынок,2021-12-14,20:19:00,295,704,True,2021-11-27 06:49:00,2021-12-07 21:27:00,4,546,467,False
Славный развернуться процесс,2021-05-13,06:51:00,275,694,False,2021-04-19 02:15:00,2021-04-27 06:41:00,4,288,1859,False
Появление скрытый полностью,2021-11-30,17:38:00,80,991,False,2021-11-08 18:09:00,2021-11-22 22:53:00,4,770,1747,False
Редактор порода,2022-06-19,23:54:00,690,551,True,2022-06-19 07:30:00,2022-06-19 11:26:00,4,298,390,False
Кузнец покидать ныне,2021-06-07,15:47:00,390,179,False,2021-05-14 14:31:00,2021-05-22 06:32:00,4,212,1335,False
Инфекция неожиданно тусклый,2021-11-26,15:42:00,700,471,False,2021-11-03 12:35:00,2021-11-07 02:50:00,4,672,807,False
Природа лететь остановить,2022-07-17,12:44:00,140,392,True,2022-06-21 22:24:00,2022-07-14 10:18:00,4,523,1396,False
Банк миллиард стакан,2021-09-24,13:49:00,230,463,False,2021-09-06 03:12:00,2021-09-06 22:40:00,4,889,893,False
Страсть совет,2022-03-29,01:22:00,100,799,True,2022-03-24 19:10:00,2022-03-26 16:26:00,4,785,1385,False
Космос подробность инструкция,2022-06-22,15:59:00,50,362,False,2022-06-20 20:09:00,2022-06-21 18:12:00,4,977,373,False
Очко господь спалить привлекать,2022-02-19,08:50:00,395,302,False,2022-01-20 20:55:00,2022-01-30 02:45:00,4,418,1690,False
