Палата секунда темнеть,2021-04-28,14:16:00,535,235,False,2021-03-31 23:17:00,2021-04-07 08:33:00,4,935,76,False
Спорт ленинград,2021-03-14,09:25:00,140,867,True,2021-02-15 18:07:00,2021-02-22 21:40:00,4,363,1322,False
Решение командир порядок,2022-05-28,22:50:00,540,297,True,2022-05-22 13:26:00,2022-05-23 09:28:00,4,819,1540,False
Функция тута выразить коричневый,2021-07-31,06:49:00,645,276,True,2021-07-04 01:20:00,2021-07-07 04:23:00,4,258,1618,False
Жидкий поговорить смертельный,2022-08-29,08:35:00,255,861,False,2022-08-06 20:45:00,2022-08-19 20:39:00,4,850,1336,False
Очко увеличиваться металл,2021-05-15,02:10:00,35,738,True,2021-04-15 21:08:00,2021-04-29 15:19:00,4,779,59,False
Сутки выраженный плод,2021-07-28,11:24:00,630,892,True,2021-07-07 02:14:00,2021-07-11 23:38:00,4,25,1830,False
Изображать запеть,2022-08-12,00:51:00,295,876,True,2022-07-24 18:33:00,2022-08-09 07:32:00,4,169,185,False
Валюта ботинок,2022-06-11,23:46:00,15,927,False,2022-05-28 12:17:00,2022-05-29 21:08:00,4,500,1587,False
Выражаться,2022-08-04,21:44:00,385,977,True,2022-07-30 06:06:00,2022-07-31 06:17:00,4,587,803,False
Плавно грустный социалистический,2021-04-19,16:15:00,165,644,False,2021-04-19 12:57:00,2021-04-19 13:30:00,4,811,35,False
Монета хозяйка,2021-04-10,22:09:00,325,821,False,2021-03-31 03:19:00,2021-04-07 01:03:00,4,374,1382,False
Провал второй,2021-12-30,02:56:00,375,129,True,2021-12-17 12:02:00,2021-12-27 09:10:00,4,593,403,False
Деньги вряд,2021-04-04,08:58:00,95,107,True,2021-04-03 06:27:00,2021-04-04 00:37:00,4,854,996,False
Второй изменение князь,2021-12-11,08:54:00,545,484,True,2021-12-09 15:35:00,2021-12-09 18:02:00,4,907,1488,False
Правление вперед,2022-02-13,20:01:00,445,126,True,2022-02-08 23:08:00,2022-02-12 18:10:00,4,682,667,False
Юный передо,2021-01-06,06:52:00,75,373,False,2021-01-05 04:09:00,2021-01-06 06:25:00,4,66,375,False
Вперед,2021-07-07,03:49:00,170,205,False,2021-06-07 17:01:00,2021-06-12 02:51:00,4,852,438,False
Крутой,2021-12-20,00:46:00,445,109,True,2021-12-01 01:00:00,2021-12-13 14:59:00,4,652,1507,False
Войти прежний добиться,2021-09-12,08:13:00,300,41,True,2021-08-23 04:30:00,2021-08-28 05:08:00,4,816,681,False
Полевой отметить,2021-06-05,10:41:00,30,393,False,2021-05-07 20:25:00,2021-06-03 20:37:00,4,187,1740,False
Слишком налоговый,2022-09-10,01:43:00,570,810,True,2022-08-24 18:12:00,2022-09-07 16:44:00,4,32,765,False
Монета карандаш,2022-02-19,13:16:00,675,739,True,2022-02-08 04:57:00,2022-02-11 18:21:00,4,180,818,False
Бегать недостаток,2022-03-04,17:36:00,225,711,False,2022-02-05 00:48:00,2022-02-22 14:21:00,4,793,1675,False
Поймать строительство угодный,2021-12-09,05:48:00,290,810,True,2021-11-18 03:38:00,2021-11-22 21:02:00,4,46,916,False
Идея совещание,2021-08-31,00:26:00,465,990,True,2021-08-22 21:22:00,2021-08-25 00:18:00,4,771,1906,False
Армейский спасть жестокий,2022-08-18,03:53:00,280,409,False,2022-08-06 23:06:00,2022-08-12 19:14:00,4,670,215,False
Оставить премьера непривычный,2021-06-26,03:30:00,205,885,True,2021-06-16 10:55:00,2021-06-22 17:29:00,4,656,318,False
Через отметить,2022-03-05,00:59:00,465,728,True,2022-02-24 06:46:00,2022-02-24 10:32:00,4,717,1760,False
Зеленый жить интернет,2021-11-14,05:51:00,205,755,False,2021-11-13 23:29:00,2021-11-14 05:03:00,5,122,385,False
