821,1
894,1
262,2
160,2
323,2
318,2
601,2
379,2
57,2
737,2
458,2
190,2
317,2
767,2
274,2
953,2
915,2
124,2
539,4
269,4
734,4
549,4
1162,4
270,4
829,4
304,4
449,4
94,4
217,4
684,4
804,4
147,4
326,4
935,4
239,4
361,4
169,5
593,5
687,5
672,5
1093,5
106,6
620,6
709,6
522,6
541,6
235,6
37,6
578,6
645,6
1066,6
476,6
555,6
126,7
606,7
1087,7
769,8
849,8
1142,8
585,8
596,8
29,8
1071,8
651,8
367,8
399,8
1016,8
533,8
1056,8
198,8
263,8
537,8
446,8
1001,8
278,8
449,8
758,9
1153,9
374,9
1081,9
846,9
936,9
847,9
646,9
1109,9
829,9
515,9
150,9
455,9
718,9
267,9
4,9
469,10
111,10
1104,10
859,10
533,10
634,10
615,10
81,10
849,10
159,10
1120,10
419,10
359,10
66,10
447,10
478,10
101,11
415,12
251,12
705,12
858,12
910,12
310,12
661,12
934,12
302,12
1038,12
278,12
1075,12
380,12
553,12
951,12
462,12
280,12
588,14
767,14
813,14
646,14
816,14
1064,14
259,14
965,14
306,14
504,14
817,14
31,15
986,15
594,15
33,15
149,15
929,15
747,15
312,15
633,15
69,15
911,15
373,15
1108,17
218,17
722,17
363,17
327,17
852,17
959,17
958,17
835,17
338,17
903,17
686,18
342,18
424,18
655,18
142,18
622,18
407,18
785,19
572,19
678,19
159,19
1049,19
219,19
648,19
383,19
237,19
446,19
782,20
472,20
543,20
123,20
393,20
777,20
697,20
381,20
172,20
651,20
949,20
725,20
230,20
484,20
243,20
1157,20
67,20
920,20
77,20
171,20
131,21
568,21
324,21
156,22
592,22
902,22
810,22
98,22
167,22
1074,22
379,23
998,23
371,23
747,25
1125,25
989,25
133,25
71,26
59,26
654,26
5,26
856,26
75,27
114,27
880,27
173,27
130,27
697,27
953,27
92,27
1051,27
380,27
464,27
70,27
1121,27
1070,27
413,27
1027,27
1052,27
685,28
676,28
596,29
923,29
363,29
368,29
813,29
33,29
1042,29
94,29
1111,29
973,29
842,29
244,29
937,29
721,29
27,29
378,29
475,29
198,29
75,29
261,29
418,30
927,30
310,30
435,30
943,30
830,30
1171,30
1027,30
363,30
331,30
856,30
87,30
554,30
272,30
1107,30
1103,30
565,30
637,30
621,30
140,30
510,31
1036,31
592,31
140,31
681,31
316,31
1055,31
263,31
495,31
1103,31
937,31
640,32
70,33
2,33
1067,33
434,33
537,33
830,33
318,33
783,33
918,33
823,34
302,34
555,34
67,34
1109,34
65,34
350,34
456,34
745,34
780,34
270,34
851,34
1119,34
85,34
122,34
513,34
769,34
558,34
478,34
113,35
641,35
